from_stop_id,to_stop_id,transfer_type,min_transfer_time
4326,4224,2,0
4243,4243,2,0
4411,4257,2,0
1893,4261,1,
1894,4263,2,0
1895,4264,1,
1896,4265,2,0
1897,4266,2,0
2348,4267,2,0
1898,4268,2,0
1899,4269,2,0
1900,4270,2,0
1901,4271,2,0
1902,4272,2,0
1903,4273,2,0
1904,4274,2,0
4274,4274,1,
3982,4275,2,0
1905,4276,2,0
1906,4277,2,0
1907,4278,2,0
1908,4279,2,0
1909,4280,2,0
1910,4281,2,0
1911,4282,2,0
1912,4283,2,0
2686,4307,2,0
4308,4307,2,0
2686,4308,2,0
4307,4308,2,0
6092,4310,2,0
6146,4311,2,0
5935,4312,2,0
4224,4326,2,0
977,4327,2,0
4327,4327,1,
3109,4329,2,0
4814,4379,2,0
5942,4381,2,0
4389,4389,1,
4257,4411,2,0
5936,4417,2,0
4426,4426,1,
5958,4437,2,0
5684,4461,2,0
1809,4477,2,0
676,4496,2,0
675,4497,2,0
4708,4497,2,0
2513,4543,1,
1100,4616,2,0
6139,4670,2,0
4497,4708,2,0
4710,4709,2,0
4709,4710,2,0
4749,4735,2,0
4747,4737,2,0
4069,4738,2,0
4745,4739,2,0
4742,4740,2,0
4746,4741,2,0
4740,4742,2,0
4108,4743,2,0
4739,4745,2,0
4741,4746,2,0
4737,4747,2,0
4735,4749,2,0
5398,4765,2,0
4798,4797,2,0
4797,4798,2,0
4802,4802,1,
4379,4814,2,0
5466,4845,2,0
5945,4862,2,0
6055,4874,2,0
4880,4880,1,
6066,4941,2,0
1603,4953,2,0
6130,4961,2,0
4967,4967,1,
4969,4967,2,0
4967,4969,1,
5,4973,1,
727,5018,1,
865,5018,2,0
5979,5043,2,0
22,5056,2,0
5722,5063,2,0
5685,5075,2,0
5123,5082,2,0
5082,5123,2,0
5134,5134,2,0
619,5145,2,0
5962,5150,2,0
6067,5180,2,0
5195,5191,2,0
3722,5194,2,0
5191,5195,2,0
1106,5196,2,0
4178,5201,2,0
5259,5207,2,0
6089,5240,2,0
612,5247,1,
3249,5253,2,0
5207,5259,2,0
1669,5266,2,0
6144,5275,2,0
2334,5384,2,0
2335,5385,2,0
4765,5398,2,0
5491,5436,2,0
4845,5466,2,0
1126,5475,2,0
1865,5475,1,
2242,5475,2,0
2244,5475,2,0
1769,5484,2,0
5436,5491,2,0
5950,5499,2,0
4088,5594,2,0
5825,5602,2,0
977,5609,2,0
5649,5646,2,0
5646,5649,2,0
614,5650,2,0
5681,5666,2,0
5672,5672,1,
5666,5681,2,0
4461,5684,2,0
5075,5685,2,0
5691,5691,1,
5730,5718,1,
5063,5722,2,0
6148,5728,2,0
5718,5730,2,0
5730,5730,1,
2448,5731,1,
2448,5732,1,
5811,5732,1,
5734,5734,1,
5749,5749,1,
2714,5755,1,
5755,5755,1,
2715,5756,2,0
4200,5766,2,0
1965,5769,2,0
2565,5798,2,0
5804,5804,1,
48,5805,2,0
837,5808,2,0
835,5809,2,0
5732,5811,2,0
5811,5811,1,
2447,5813,2,0
2446,5814,1,
5814,5814,1,
2547,5821,2,0
5824,5824,1,
5602,5825,2,0
6015,5843,2,0
3619,5846,2,0
2677,5863,1,
5863,5863,1,
5905,5863,1,
2677,5905,1,
5863,5905,1,
5905,5905,1,
3138,5916,2,0
37,5934,2,0
4312,5935,2,0
4417,5936,2,0
17,5937,2,0
18,5938,2,0
3959,5939,2,0
20,5940,2,0
23,5941,2,0
4381,5942,2,0
24,5943,2,0
26,5944,2,0
4862,5945,2,0
27,5946,2,0
28,5947,2,0
29,5948,2,0
30,5949,2,0
5499,5950,2,0
31,5951,2,0
32,5952,1,
5952,5952,1,
33,5953,1,
5953,5953,1,
34,5954,2,0
35,5955,2,0
38,5956,2,0
40,5957,2,0
4437,5958,2,0
41,5959,2,0
42,5960,2,0
43,5961,2,0
5150,5962,2,0
51,5963,2,0
3213,5964,2,0
760,5965,2,0
762,5966,2,0
766,5967,2,0
773,5968,2,0
2382,5969,2,0
774,5970,2,0
775,5971,2,0
776,5972,2,0
781,5973,2,0
2269,5974,2,0
4167,5975,2,0
786,5976,2,0
787,5977,2,0
788,5978,2,0
5043,5979,2,0
791,5980,2,0
792,5981,2,0
793,5982,2,0
794,5983,2,0
799,5984,2,0
2616,5987,2,0
5843,6015,2,0
2316,6043,2,0
1131,6044,2,0
4027,6045,2,0
1136,6046,2,0
1137,6047,2,0
1139,6048,2,0
1142,6049,2,0
1143,6050,2,0
1144,6052,2,0
4874,6055,2,0
2819,6056,2,0
1051,6057,2,0
2255,6058,2,0
1052,6059,2,0
2357,6060,2,0
1054,6061,2,0
1055,6062,2,0
1057,6063,2,0
1058,6064,2,0
1061,6065,2,0
4941,6066,2,0
5180,6067,2,0
1064,6068,2,0
6068,6068,1,
1065,6069,2,0
1066,6070,2,0
1067,6071,2,0
1071,6072,2,0
1072,6073,2,0
1073,6074,2,0
1076,6075,2,0
1078,6076,2,0
4155,6077,2,0
1070,6078,2,0
737,6081,2,0
736,6083,1,
6083,6083,1,
735,6084,2,0
733,6085,2,0
731,6086,2,0
728,6088,2,0
5240,6089,2,0
746,6090,2,0
751,6091,1,
6091,6091,1,
4310,6092,2,0
740,6093,2,0
739,6094,2,0
2418,6098,2,0
887,6117,2,0
6121,6119,2,0
6119,6121,2,0
1111,6123,2,0
1110,6124,2,0
1113,6125,2,0
1115,6126,2,0
1116,6127,2,0
2281,6128,2,0
1119,6129,2,0
4961,6130,2,0
1121,6131,2,0
1122,6132,2,0
2264,6133,2,0
1109,6134,2,0
1575,6137,2,0
1576,6138,2,0
4670,6139,2,0
1581,6140,2,0
1587,6141,1,
6141,6141,1,
1593,6142,2,0
1597,6143,2,0
5275,6144,2,0
1602,6145,2,0
4311,6146,2,0
1609,6147,2,0
5728,6148,2,0
2289,6149,2,0
1613,6150,2,0
1615,6151,2,0
1616,6152,2,0
627,6159,2,0
6162,6161,2,0
6161,6162,2,0
6165,6164,2,0
6164,6165,2,0
6171,6170,2,0
6170,6171,2,0
6177,6174,2,0
6174,6177,2,0
6179,6178,2,0
6178,6179,2,0
562,6190,2,0
1479,6194,2,0
6196,1480,2,0
