route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
590,0000000822020091420210610,0003442222020091420210610,Lenzima,0,D406_R5331a_Andata_sub1,1
590,0000000822020091420210610,0003442232020091420210610,Lenzima,0,D412_R5333c_Andata_sub2,1
590,0000000822020091420210610,0003442242020091420210610,Lenzima,0,D419_R5335_Andata_sub1,1
590,0000000822020091420210610,0003442252020091420210610,Lenzima,0,D422_R5339b_Andata_sub2,1
590,0000000822020091420210610,0003442262020091420210610,Lenzima,0,D426_R5341_Andata_sub2,1
590,0000000822020091420210610,0003442272020091420210610,Lenzima,0,D431_R5343c_Andata_sub1,1
590,0000000822020091420210610,0003442282020091420210610,Corso Bettini "Mart",0,D376_R5319a_Andata_sub1,1
592,0000000662020091420210610,0003442292020091420210610,Villa Lagarina Via Magrè,1,D449_R5408a_Ritorno_sub1,1
594,0000000662020091420210610,0003442302020091420210610,Corso Verona Ospedale,1,D459_R5514a_Ritorno_PRINCIPALE_sub2,1
580,0000000592020091420210610,0003442312020091420210610,Piazzale S.Giorgio Ovest,0,D469_R5631a_Andata_PRINCIPALE_sub1,1
543,0000000022020091420210610,0003442512020091420210610,Lavis Rosmini Segantini,0,D723_T1701a_Andata_sub2,1
543,0000000032020091420210610,0003442522020091420210610,Lavis Rosmini Segantini,0,D723_T1701a_Andata_sub2,1
400,0000000022020091420210610,0003442532020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003442542020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
400,0000000022020091420210610,0003442552020091420210610,Oltrecastello,0,D590_T0501b_Andata_PRINCIPALE_sub2,1
406,0000000022020091420210610,0003442562020091420210610,Villamontagna P.Predaroi,0,D673_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022020091420210610,0003442572020091420210610,Villamontagna P.Predaroi,0,D673_T0901b_Andata_PRINCIPALE_sub1,1
406,0000000022020091420210610,0003442582020091420210610,Piazza Dante "Dogana",1,D674_T0902b_Ritorno_PRINCIPALE_sub1,1
539,0000000032020091420210610,0003442592020091420210610,Piazza Dante "Pal. Regione",1,D165_F0410_Ritorno_sub1,1
539,0000000102020091420210610,0003442602020091420210610,Bettini "Madonna Bianca",0,D157_F0405_Andata_sub2,1
406,0000000032020091420210610,0003442612020091420210610,Villamontagna P.Predaroi,0,D673_T0901b_Andata_PRINCIPALE_sub1,1
