ZONE_ID, ZONE_NAME, ZONE_LAT, ZONE_LON
1129,Villaggio Italo-Svizzero,46.24784,11.34664
1135,Sicina/Dora',46.22999,11.35873
1136,Pradel,46.26032,11.3554
1137,Valcava Bivio,46.21785,11.30517
1140,Ronco Melae,46.26042,11.38482
1141,Sveseri,46.20642,11.32365
1152,Veronza,0,0
1160,Daiano/Varena,46.30087,11.44786
1162,Chiusa,46.32066,11.48355
1164,Passo Lavaze',46.3545,11.49217
1165,Passo Oclini,46.34736,11.45357
1167,Ora / Auer (Solo Bus),46.34816,11.29731
1168,Bronzolo - Branzoll,46.40298,11.32234
1169,Laives - Leifers,46.42674,11.33689
1182,Stava,46.31541,11.5034
1190,Tesero/Lago,46.28886,11.5109
1192,Alpe Pampeago,46.34201,11.54048
1200,Panchia',46.2855,11.54173
1210,Ziano Di Fiemme,46.28662,11.55966
1220,Predazzo,46.30951,11.60491
1221,Bellamonte,46.3129,11.66296
1222,Lago Forte Buso,46.3069,11.70127
1223,Paneveggio,46.30656,11.73897
1224,Passo Rolle,46.29629,11.78712
1227,Passo Valles Bivio,46.36006,11.84429
1239,Mezzavalle,46.33791,11.61035
1240,Forno,46.34727,11.62562
1250,Moena,46.37464,11.6579
1251,Alpe Lusia,46.36779,11.68604
1253,Passo S.Pellegrino,46.37813,11.78962
1254,Zingari,46.3762,11.82057
1255,Falcade,46.35836,11.87285
1256,Fango/Negritella,46.36879,11.72837
1270,Soraga,46.39674,11.66954
1280,Vigo Di Fassa,46.42138,11.67616
1300,Pozza Di Fassa,46.42725,11.6829
1310,Pera Di Fassa,46.43574,11.69046
1320,Mazzin Di Fassa,46.45795,11.70135
1330,Campestrin Di Fassa,46.46269,11.71496
1340,Fontanazzo,46.46968,11.7278
1350,Campitello Di Fassa,46.47665,11.74115
1360,Canazei,46.47618,11.77086
1362,Bivio Passo Sella,46.49575,11.78733
1367,Pecol,46.48178,11.78808
1370,Passo Pordoi,46.48782,11.81181
1380,Alba Di Canazei,46.46194,11.78299
1390,Penia,46.45742,11.79182
1400,Pian Trevisan,46.46131,11.82816
1410,Passo Fedaia,46.45382,11.88774
1420,Lago Fedaia,46.46397,11.86201
2010,Cadine Bivio,46.08855,11.06497
2021,Terlago,46.09774,11.04473
2023,Monte Terlago/Covelo,46.10964,11.03788
2030,Vigolo Baselga,46.08143,11.04495
2040,Vezzano,46.07842,11.00014
2045,Ranzo/Margone,46.0641,10.94253
2048,Calavino,46.04556,10.9828
2049,Lasino,46.02347,10.98334
2050,Stravino,46.00318,10.98042
2051,Cavedine,45.9939,10.97333
2052,Brusino,45.98582,10.97598
2054,Vigo Cavedine,45.97895,10.98121
2055,Masi Di Vigo Cavedine,45.96531,10.97361
2056,Luch Di Drena,45.96581,10.96232
2057,Drena,45.97107,10.94449
2058,Lago Di Cavedine,45.99405,10.95154
2060,Madruzzo Bivio,46.0339,10.9814
2090,Padergnone,46.06208,10.98883
2101,S.Massenza/Due Laghi,46.06547,10.98045
2110,Castel Toblino,46.05633,10.96542
2120,Sarche,46.0464,10.95205
2121,Ponte Oliveti,46.04274,10.96225
2122,Pergolese,46.02659,10.95924
2123,Maso Gua',46.02155,10.95903
2124,Maso Del Gobbo,46.0338,10.94773
2125,Pietramurata,46.01708,10.94203
2127,Dro,45.96146,10.91071
2128,Ceniga,45.95137,10.90084
2129,Centrale Fies,45.98644,10.92687
2132,Isoletta,46.00916,10.93576
2136,Varone,45.9072,10.84032
2142,Biacesa,45.86504,10.80538
2143,Pre',45.86632,10.78816
2144,Molina Di Ledro,45.87175,10.7722
2145,Mezzolago,45.88102,10.75043
2146,Pieve Di Ledro,45.88921,10.73093
2147,Bezzecca/Val Concei,45.8947,10.72009
2153,Marocche,45.99855,10.92528
2154,Gaggiolo,45.99352,10.92655
2155,Tiarno Di Sotto,45.89341,10.68672
2156,Tiarno Di Sopra,45.88991,10.67189
2159,Ampola,45.87576,10.65855
2160,Pregasina,45.8512,10.82494
2162,Barcesino,45.87088,10.7815
2163,Pregasina Bivio,45.86442,10.81274
2171,Poia,46.02865,10.88006
2173,Comano/Godenzo,46.03476,10.89101
2174,Lundo,46.01277,10.88405
2179,Deva,45.90852,10.83358
2180,Ponte Arche/Comano Terme,46.03557,10.8736
2181,Campo Lomaso,46.02401,10.86559
2182,Vigo Lomaso,46.01319,10.86906
2183,Dasindo,46.01172,10.86049
2184,Stumiaga,46.00699,10.84899
2185,Fiave'/Cavrasto,46.0043,10.84214
2187,Torbiera Di Fiave',45.99244,10.83799
2188,Ballino,45.96549,10.81149
2189,Lago Tenno/Pranzo/Campi,45.93538,10.81187
2191,Tenno,45.92112,10.83129
2192,Cologna Di Tenno,45.91484,10.84235
2193,Gavazzo,45.91248,10.84095
2195,Cares,46.03288,10.86376
2196,Comighello,46.03094,10.85145
2197,Villa Di Bleggio,46.02929,10.84194
2198,S.Croce Del Bleggio,46.02446,10.83876
2199,Madice,46.02385,10.83199
2201,Rango,46.01817,10.81182
2202,Balbido,46.01485,10.81103
2207,Cavaione,46.02255,10.81979
2208,Bivedo/Larido/Marazzone,46.02873,10.82664
2210,Ville Del Monte/Canale/Calvola,45.93024,10.82239
2211,Villa Banale,46.04634,10.88742
2212,Premione,46.04826,10.87419
2213,Stenico,46.05196,10.85386
2214,Seo,46.0571,10.87291
2215,Sclemo,46.05595,10.88403
2216,Tavodo/Andogno,46.06631,10.89219
2218,Dorsino,46.07335,10.89684
2219,S.Lorenzo In Banale,46.07649,10.90729
2220,Lago Nembia,46.09608,10.93258
2225,Sesto Bivio,46.03141,10.84693
2240,Ragoli/Preore/Coltura/Saone,46.04975,10.78562
2241,Marce' Bivio,46.01925,10.8238
2270,Zuclo/Bolbeno,46.03415,10.74729
2280,Montagne,46.0656,10.75513
2290,Tione,46.03312,10.7261
2291,Verdesina Bivio,46.05698,10.71626
2292,Polin,46.02681,10.72008
2293,Breguzzo,46.00928,10.69942
2294,Bondo,46.00022,10.69287
2295,Pra' Di Bondo,45.99628,10.69067
2296,Roncone,45.98355,10.67068
2297,Fontanedo,45.97917,10.66682
2298,Lardaro,45.96937,10.66089
2299,Praso,45.94952,10.6374
2300,Daone,45.94736,10.62117
2305,Pieve Di Bono/Bersone,45.93896,10.63863
2308,Por,45.9385,10.64822
2309,Cologna Di P.Bono,45.93134,10.63744
2310,Cimego,45.91191,10.61439
2311,Condino,45.88901,10.5996
2312,Brione,45.89427,10.59055
2314,Storo,45.84879,10.57808
2320,Darzo,45.84123,10.54969
2321,Lodrone,45.82918,10.53545
2323,Baitoni/Ponte Caffaro,45.80871,10.53958
2324,Castel Condino,45.91631,10.6027
2327,Bondone,45.80589,10.55127
2330,Vestone,45.70809,10.40351
2332,Lavenone,45.73894,10.43753
2334,Idro,45.73459,10.45809
2336,Anfo,45.76622,10.49209
2340,Villa Rendena,46.06223,10.71231
2350,Iavre',46.06802,10.71173
2360,Dare',46.07591,10.71756
2370,Vigo Rendena,46.07871,10.71895
2380,Pelugo,46.08706,10.7227
2390,Borzago,46.09884,10.73472
2400,Spiazzo Rendena,46.10312,10.73768
2420,Strembo/Bocenago,46.12032,10.75197
2430,Caderzone,46.12869,10.7565
2440,Giustino,46.1461,10.76826
2450,Pinzolo,46.15714,10.76597
2460,Carisolo,46.16931,10.76413
2470,S.Antonio Di Mavignola,46.1913,10.78912
2620,Sardagna,46.06483,11.09727
2621,Sopramonte,46.07131,11.05919
2630,Candriai,46.0654,11.08339
2631,Centro A.Degasperi,46.05961,11.07775
2640,Vaneze,46.0519,11.07192
2645,Norge,46.04923,11.06664
2650,Vason,46.03918,11.05838
2660,Viote,46.02139,11.04116
2670,Lagolo,46.0373,11.00287
3010,Mattarello,46.00527,11.12648
3020,Acquaviva,45.99023,11.12283
3030,Besenello,45.94212,11.10937
3040,Calliano,45.93418,11.09572
3041,Dietrobeseno,45.92703,11.11847
3042,Mezzomonte,45.91641,11.13891
3043,Peneri,45.91898,11.14534
3044,Carpeneda,45.91279,11.15699
3045,Folgaria,0,0
3046,Mezzaselva,45.906,11.17358
3047,Serrada,45.8909,11.15407
3048,Costa Di Folgaria,45.92017,11.18863
3049,S.Sebastiano,45.925,11.21204
3050,Forreri,45.90862,11.14669
3051,Guardia,45.90737,11.13263
3053,Morganti,45.92935,11.22126
3054,Passo Del Sommo,45.91955,11.20593
3055,Castelpietra,45.9223,11.09192
3070,Volano,45.91791,11.06377
3100,Rovereto,45.89246,11.03841
3101,Villa Lagarina,45.91459,11.03386
3102,Piazzo Di Villa Lagarina,45.92222,11.03396
3103,Pomarolo,45.92625,11.04259
3104,Chiusole,45.92541,11.05325
3105,Nomi,45.92871,11.07231
3111,Isera,45.88529,11.00936
3150,Trattoria Genovesa,45.8826,11.06259
3151,Toldo,45.8755,11.06876
3153,Vignala,45.86191,11.08246
3154,Boccaldo/Pozza Tramb.,45.85769,11.08511
3155,Vanza,45.85287,11.07794
3156,Spino,45.86025,11.07483
3159,Valmorbia,45.81861,11.09165
3160,Zocchio,45.80905,11.0965
3162,S.Anna/Anghebeni/Aste,45.79474,11.09673
3163,Foxi,45.78978,11.11188
3164,Raossi,45.78268,11.11867
3165,Speccheri/Bastianello,45.7655,11.12988
3166,Camposilvano/P.Fugazze,45.76017,11.14409
3167,Parrocchia/Piano Di Vallarsa,45.77697,11.12329
3172,S.Antonio Del Pasubio,45.75508,11.21645
3175,Acheni,45.8366,11.07684
3183,Moscheri,45.8684,11.07317
3184,Clocchi,45.86653,11.07385
3197,Potrich Bivio,45.88329,11.12367
3198,Costa Di Noriglio,45.88426,11.07298
3201,Noriglio,45.88453,11.06954
3207,Valgrande,45.87883,11.11112
3208,Valduga,45.8778,11.12977
3209,Piazza Di Terragnolo,45.87892,11.1524
3210,Zoreri-Soldati,45.86486,11.19005
3212,Scottini,45.88388,11.13522
3213,Geroli,45.86504,11.17016
3215,Puechem/Camperi/Dosso,45.8773,11.15787
3219,Costa Di Terragnolo,45.88078,11.14804
3222,Pedrazzi,45.87814,11.14221
3223,Baisi,45.86712,11.1821
3226,Peltreri,45.87873,11.14878
3230,Porte Di Trambileno,45.88325,11.0513
3231,Albaredo,45.85598,11.06112
3232,Foppiano,45.84205,11.0618
3233,Zanolli,45.82278,11.07074
3234,Matassone,45.81584,11.07822
3236,Cumerlotti,45.78713,11.10137
3237,Riva Di Vallarsa,45.77956,11.10522
3238,Bruni,45.77668,11.10761
3239,Obra Di Vallarsa,45.7649,11.11649
3240,Ometto,45.7597,11.11882
3243,Geche,45.76932,11.11593
3253,Pozzacchio,45.83457,11.08295
3264,Castellano/Pedersano,45.92332,11.00814
3310,Mori,45.85159,10.97877
3312,Ravazzone Di Mori,45.86008,10.99128
3320,Molina Di Mori,45.8552,10.98562
3335,Brustolotti,45.75596,11.01639
3336,Muravalle,45.7479,11.03804
3337,Ronchi,45.73892,11.06574
3340,Campagnola,45.75792,10.99203
3341,Marco,45.84182,11.00772
3342,Serravalle,45.80924,11.01491
3343,S.Margherita,45.7969,11.02485
3344,Marani,45.78081,11.01569
3346,Ala/Pilcante,45.75838,11.00073
3347,Sdruzzina',45.74082,10.97726
3349,Sabbionara/Vo' Destro,0,0
3350,Avio,45.73548,10.94292
3351,Mama D'Avio,45.70471,10.92174
3352,Borghetto,45.69856,10.92695
3353,S.Leonardo,45.70465,10.93097
3354,Masi D'Avio,45.71232,10.93684
3356,S.Lucia (Ala),45.79735,11.0154
3358,Avio Fs/Vo' Sinistro,45.73501,10.95922
3362,Chizzola,45.80916,11.00876
3363,S.Cecilia,45.82313,10.99817
3364,Villetta,45.8071,11.00985
3381,Valle S.Felice/Nomesino,45.86897,10.9382
3384,Pannone,45.87725,10.93415
3385,Varano,45.8813,10.9384
3389,Ronzo Chienis,45.89107,10.95184
3401,Besagno,45.83765,10.96911
3405,Corne',45.80794,10.9709
3407,Brentonico/Crosano/Castione,45.81792,10.9561
3408,S.Giacomo Di Brentonico,45.79876,10.9196
3409,Passo S.Valentino,45.7831,10.91216
3410,Polsa,45.78119,10.94079
3411,Prada Di Brentonico,45.80102,10.95591
3412,Saccone,45.79538,10.97428
3413,Sorne,45.80822,10.95339
3417,Maso Palu',45.81189,10.94092
3460,Loppio,45.85572,10.92978
3465,Passo S.Giovanni,45.87393,10.90633
3470,Nago,45.87846,10.89066
3480,Torbole,45.87104,10.8755
3510,S.Tomaso,45.90227,10.86
3520,Arco,45.9161,10.88299
3542,Mori Ferrovia,45.8619,11.00061
3610,Ravina Bivio,46.0376,11.11412
3620,Romagnano Bivio,46.01484,11.10683
3640,Aldeno,45.97695,11.09181
3650,S.Giorgio Di Cimone,45.97549,11.07964
3670,Cimone,45.9783,11.06613
3680,Cimoneri/Pietra/Costa,45.98445,11.07221
3690,Garniga Terme,46.00139,11.08586
3695,Garniga Vecchia,46.01351,11.08355
3710,S.Rocco Bivio,46.03538,11.1458
3720,Pianizza,46.01713,11.14484
3730,Valsorda,46.00782,11.15687
3740,V. Vattaro/Bosentino,46.00393,11.19591
3760,Vattaro,45.99257,11.21897
3770,Pian Dei Pradi,45.97903,11.23736
3790,Centa S.Nicolo',45.9695,11.23283
3791,Campregheri Bivio,45.9846,11.23262
3800,Menegoi,45.95278,11.21426
3810,Fricca,45.9494,11.20903
3820,Carbonare,45.93443,11.22662
3830,Nosellari,45.9295,11.24987
3849,Lago Di Lavarone,45.93397,11.25592
3850,Lavarone Chiesa/Virti,45.941,11.25165
3851,Gionghi,45.94071,11.26965
3860,Bertoldi,45.95039,11.26313
3861,Azzolini,45.9427,11.26502
3862,Stengheli,45.94955,11.25865
3863,Lanzino,45.94729,11.25075
3870,Lavarone Cappella,45.9367,11.27542
3878,Gasperi,45.94058,11.27679
3880,Casanova,45.94122,11.27965
3890,Monterovere,45.96065,11.29736
3895,Luserna,45.92164,11.32424
4005,Povo/Mesiano,0,0
4010,Ponte Alto,46.07377,11.15043
4020,Riposo,46.08448,11.23692
4022,Madrano,46.08591,11.21429
4023,Nogare',46.10391,11.21129
4024,Tressilla,46.12878,11.23721
4025,Baselga Di Pine'/Miola,46.13548,11.24982
4026,Ferrari,46.12166,11.23993
4030,S.Mauro,46.12526,11.22391
4032,Sternigo Al Lago,46.14162,11.25791
4033,Sternigo,46.14047,11.25295
4038,Cane'/Fiore',46.1191,11.26079
4039,Valt,46.1068,11.23656
4041,Faida,46.10967,11.25161
4042,Montagnaga,46.0986,11.23606
4043,Rizzolaga,46.14653,11.26406
4044,Campolongo,46.14959,11.26949
4045,Piazze Di Bedollo,46.15562,11.28806
4046,Centrale Di Bedollo,46.16081,11.30225
4048,Regnana,46.15409,11.30988
4050,Bedollo,46.16497,11.30132
4060,Brusago,46.18211,11.32584
4061,Svaldi,46.17007,11.30163
4070,Montesover,46.21707,11.32707
4080,Cire',46.07772,11.20407
4100,Pergine Valsugana,46.06124,11.23702
4111,Zivignago,46.06726,11.25291
4112,Canezza/Viarago,46.07696,11.27447
4113,Roveda Bivio,46.08643,11.2938
4114,Roveda,46.06801,11.30033
4115,Kamauz,46.07471,11.30215
4116,Maso Tingherla,46.0677,11.31481
4118,Stefani,46.09858,11.29419
4120,Serso,46.07482,11.25308
4122,Mala,46.09055,11.2815
4123,S.Orsola,46.10768,11.30186
4125,Fontanari,46.12116,11.31644
4126,Palu' Del Fersina,46.12972,11.35285
4127,Assizzi,46.05056,11.25741
4130,Susa'/S.Vito,46.0511,11.22353
4132,Casalino,46.07367,11.23034
4133,Vigalzano,46.07691,11.22846
4134,Canzolino,46.08369,11.2215
4135,Vignola,46.04453,11.27706
4136,Falesina,46.07099,11.27776
4137,Roncogno/Costasavina,46.06934,11.20731
4140,Frassilongo,46.08949,11.29742
4141,S.Francesco,46.10035,11.31052
4142,S.Felice Fierozzo,46.11114,11.31851
4143,Hacleri,46.12444,11.33972
4200,S.Cristoforo/Canale,46.03876,11.23349
4210,Ischia Di Pergine,46.03315,11.24771
4211,Albere' Di Tenna,46.02952,11.25564
4212,Tenna,46.01276,11.26668
4250,Valcanover/S.Caterina,46.0267,11.22924
4260,Calceranica Al Lago,46.0039,11.24328
4270,Caldonazzo,45.99336,11.26062
4280,Masetti,46.05264,11.24925
4281,Fontanabotte,46.05668,11.24795
4282,Zava,46.0421,11.251
4290,Visintainer,46.03337,11.26268
4292,Brenta Bivio,46.00467,11.27435
4300,Levico Terme,46.01015,11.29884
4310,Barco,46.00457,11.3356
4320,S.Giuliana,45.99156,11.31511
4321,Quaere,45.9911,11.303
4322,Lochere,45.98902,11.30099
4331,Vetriolo/Compet,46.04189,11.31707
4332,Baiti Di Vetriolo,46.02954,11.33358
4350,Campiello,46.01956,11.35666
4360,Novaledo,46.0222,11.36606
4361,Campregher Di Novaledo,46.02933,11.38278
4370,Roncegno Fs/Marter,46.03409,11.3943
4380,Roncegno,46.04966,11.41116
4382,Gionzeri,46.05723,11.40968
4400,Borgo Valsugana,46.05245,11.46348
4405,Carzano,46.06983,11.49361
4410,Olle,46.0408,11.46415
4420,Rincheri/Roneri/Scali,46.05659,11.41663
4425,M.Lagon/Montib./Rozza/Fraineri,46.06131,11.4153
4429,Maso Uelleri,46.05984,11.39854
4430,Montebello/M.Sasso,46.06119,11.4259
4431,Maso Vestri/Zonti,46.0579,11.40375
4433,Maso Zanorgi/Molini/Cadenzi,46.0551,11.39875
4440,Ronchi Valsugana,46.07259,11.43854
4441,Ronchi/Caumi,46.07149,11.4336
4442,Ronchi/Ganarini/Zurli/Gasperi,46.07007,11.4282
4448,Spera,46.0704,11.50884
4449,Strigno F.S./Villa,46.05146,11.51472
4450,Castelnuovo,46.05219,11.49426
4451,Agnedo,46.0525,11.52866
4452,Ospedaletto,46.04484,11.55076
4453,Tollo,46.02835,11.58772
4454,Grigno,46.01502,11.63522
4455,Serafini,46.00403,11.66039
4456,Palu' Di Grigno,46.00729,11.65485
4457,Tezze Di Grigno,45.99121,11.67172
4458,Martincelli,45.97797,11.68079
4461,Telve,46.07042,11.47795
4462,Ponte S.Giovanni,46.07504,11.47422
4463,Telve Di Sopra,46.07199,11.4722
4464,Torcegno,46.07303,11.4504
4465,Campestrini,46.07768,11.45684
4490,Primolano,45.96519,11.70705
4497,Samone,46.08121,11.52193
4498,Belvedere Di Grigno,46.00107,11.66527
4500,Scurelle,46.06505,11.50666
4511,Ivano Fracena,46.0571,11.52815
4520,Strigno,0,0
4530,Tomaselli,46.0688,11.52824
4540,Bieno,46.08026,11.55382
4541,Pradellano,46.07956,11.57766
4550,Pieve Tesino/Cinte Tesino,46.06806,11.60992
4570,Castello Tesino,46.06486,11.63328
5010,Feltre,46.01274,11.91084
5015,Feltre Vellai,46.03738,11.9368
5020,S.Lucia (Feltre),46.00315,11.84077
5030,Arten,46.00825,11.83117
5040,Fonzaso,46.01651,11.8022
5050,Ponte Serra,46.02962,11.76255
5060,Lamon/Fontane Di Lamon,46.0364,11.76156
5070,Ponte Oltra,46.06052,11.76319
5080,Moline,46.06632,11.76349
5090,Port-Val Rosna,46.09239,11.76167
5100,Pontet,46.10683,11.77404
5110,Imer,46.15065,11.79441
5111,Masi Imer/S.Silvestro,46.14527,11.78575
5112,Passo Gobbera,46.148,11.75686
5113,Prade,46.1573,11.74052
5114,Cicona,46.16289,11.74417
5115,Prade Bivio,46.15147,11.74163
5116,Zortea,46.16271,11.75014
5117,Canal S.Bovo,46.15497,11.733
5118,Ronco Fosse,46.15333,11.71963
5119,Ronco Chiesa,46.14155,11.71462
5120,Caoria,46.198,11.67572
5121,Lago Calaita/Lozen,46.20177,11.79237
5127,Barbine,46.15783,11.75432
5128,Berni,46.15663,11.74588
5130,Mezzano,46.15458,11.80596
5135,Sorive,46.16004,11.81986
5140,Fiera Di Primiero,46.1743,11.82859
5142,Baita Del Vecio,46.18546,11.87396
5143,Passo Cereda,46.19297,11.90521
5144,Mis,46.20713,11.92714
5145,Sagron,46.19499,11.94334
5153,Villa Welsperg/Val Canali,46.19845,11.86715
5154,Val Canali Bivio,46.1896,11.86107
5160,Siror,46.18708,11.83056
5170,Valmesta,46.22689,11.80894
5180,Impianti Tognola,46.25469,11.80005
5258,Gosaldo,46.2216,11.95455
5260,Luxottica,46.28424,12.02132
5261,Saresin,46.20665,11.93844
5262,Forcella Aurina,46.23642,11.97455
5263,Frassenè,46.25485,11.98404
5264,Voltago,46.27137,12.0046
5265,Brugnach,46.28516,12.02001
5266,Agordo,46.28528,12.03235
6092,Villa Piccola,46.19702,11.14801
6093,Maso Barco,46.1999,11.1423
6094,Maso Canacci,46.19567,11.14458
6095,Faedo,46.19265,11.16122
6096,Faedo Pineta,46.1977,11.16835
6110,Mezzocorona/S.Michele,46.21493,11.11868
6111,Mezzocorona Pineta,46.22292,11.13353
6112,Maso Nuovo,46.22972,11.14082
6113,Rovere' Della Luna,46.24339,11.1694
6120,Mezzolombardo,46.21344,11.09342
6123,Masi Di Vigo Di Ton/Crescino,46.24898,11.06892
6124,Bastianelli,46.25791,11.0827
6125,Vigo Di Ton/Raut,46.26536,11.08616
6127,Toss,46.2766,11.07928
6131,Spormaggiore,46.2181,11.04799
6132,Castel Belfort,46.20461,11.04079
6133,Cavedago,46.18401,11.02895
6134,Maso Daldoss,46.18192,11.02054
6135,Fai Paganella,46.179,11.0701
6136,Santel,46.17569,11.05229
6137,Andalo,46.16391,11.00275
6143,Sporminore,46.23734,11.03127
6144,Lover/Dercolo,46.24751,11.02452
6145,Campodenno/Quetta Bv.,46.25802,11.0345
6150,Denno Ferrovia/Moncovo,46.26584,10.9305
6151,Denno/Termon,46.27495,11.04817
6152,Cunevo,46.28616,11.03786
6153,Flavon,46.29909,11.03118
6154,Terres,46.30997,11.02279
6155,Tuenno,46.32595,11.02235
6157,Mechel,46.3489,11.0182
6160,Sabino,46.27013,11.06495
6161,Albergo Capriolo,46.29475,10.9746
6162,Lago Di Tovel,46.26484,10.95499
6170,Mollaro,46.29457,11.07438
6171,Tuenetto Bivio,46.2973,11.08049
6172,Dardine,46.28624,11.0824
6173,Prio',46.28964,11.0937
6180,Segno,46.3047,11.0715
6190,Taio,46.32164,11.06638
6191,Tres/Vervo',46.3201,11.09416
6200,Dermulo,46.33763,11.06291
6210,Tassullo/Rallo/Pavillo,46.34113,11.05363
6215,Nanno,46.31482,11.04742
6216,Portolo,46.30324,11.05983
6220,Cles,46.3646,11.03865
6230,Mostizzolo,46.39375,11.01217
6240,Bozzana,46.3887,10.98864
6250,Tozzaga,46.38203,10.971
6270,Cavizzana,46.37155,10.95216
6280,Caldes,46.36616,10.9432
6300,Male',46.35355,10.91685
6301,Mangiasa,46.35021,10.89906
6302,Bolentina/Montes,46.34417,10.88359
6310,Croviana,46.34513,10.90368
6320,Monclassico,46.33325,10.88849
6321,Loc. Molini,46.36668,10.8915
6322,Pracorno,46.37316,10.87829
6323,Tasse',46.39057,10.86041
6324,S.Bernardo,46.40123,10.8453
6327,Rabbi Bagni/Piazzola,46.41042,10.8179
6328,Somrabbi,46.41005,10.80027
6340,Dimaro/Presson,46.32524,10.87489
6341,Costa Rotian,46.31773,10.86767
6342,Folgarida,46.30558,10.86333
6343,Belvedere Di Folgarida,46.29743,10.86748
6344,Genziana,46.2601,10.85485
6350,Mastellina,46.32221,10.84683
6360,Mestriago/Daolasa Ftm,46.32136,10.83982
6370,Piano Di Commezzadura,46.32043,10.82541
6380,Mezzana/Marilleva Ftm,46.31573,10.80245
6382,Marilleva 1400,46.30247,10.81024
6386,Pellizzano/Claiano,46.31136,10.75782
6388,Termenago,46.31656,10.76579
6389,Castello (Pellizzano),46.32174,10.77439
6390,Ortise',46.3262,10.78485
6391,Menas,46.32839,10.78636
6395,Cusiano,46.30985,10.74563
6398,Ossana,46.30751,10.73645
6401,Fucine,46.31115,10.7316
6402,Celentino/Comasine,46.3328,10.70987
6404,Celledizzo,46.34392,10.70142
6405,Cogolo,46.35145,10.69322
6406,Peio Fonti,46.35562,10.66296
6407,Peio,46.36371,10.6754
6408,Vermiglio,46.29671,10.68913
6409,Vellon Bivio,46.28357,10.65949
6410,Passo Tonale,46.25886,10.58356
6416,Tonale Colonia Vigili,46.25267,10.53893
6418,Ponte Di Legno,0,0
6501,Coredo/Tavon,0,0
6503,Smarano/Sfruz,46.34193,11.10774
6510,Sanzeno/Banco/Casez,46.36566,11.07426
6513,Dambel,46.40516,11.09236
6514,Seio,46.41679,11.1267
6530,Malgolo,46.37832,11.08877
6540,Salter,46.3775,11.10582
6550,Romeno,46.39468,11.12058
6560,Cavareno/Don/Amblar,46.40936,11.13747
6570,Sarnonico,46.4186,11.14068
6579,Vasio,46.43055,11.12247
6580,Fondo,46.4394,11.13579
6581,Tret,46.47828,11.13821
6590,Malosco,46.43411,11.14499
6600,Ronzone,46.42417,11.15144
6610,Ruffre',46.41625,11.17686
6620,Tre Ville,46.41736,11.19598
6630,Passo Mendola,46.416,11.20814
6640,Tregiovo,46.4383,11.0537
6650,Cagno',46.39491,11.04015
6655,Revo',46.39085,11.0592
6660,Romallo,46.39632,11.06604
6665,Cloz,46.41945,11.08724
6670,Arsio,46.42654,11.09634
6675,Brez,46.43098,11.10721
6686,Castelfondo/Dovena,46.45436,11.1175
